R,k,p_k,p_k1,digits_N,F,f,u_up,u_dn,ncand_up,ncand_dn,q_k,T_up,T_dn
3,1602,13523,13537,5816.0,17011,21701,0.25663,0.603088,359,833,1.26625122e-03,0.454584,1.054787
3,1603,13537,13553,5820.2,15287,19759,0.127942,0.457906,182,634,1.26544584e-03,0.230311,0.802293
3,1604,13553,13567,5824.3,17891,20707,0.318715,0.526277,446,727,1.26464138e-03,0.56403,0.919394
3,1605,13567,13577,5828.4,16619,16553,0.224055,0.219194,317,311,1.26383788e-03,0.400637,0.393054
3,1606,13577,13591,5832.6,14431,16937,0.061806,0.246192,86,348,1.26303538e-03,0.108621,0.439536
3,1607,13591,13597,5836.7,24781,29207,0.822534,1.148047,1134,1568,1.26223383e-03,1.431373,1.979183
3,1608,13597,13613,5840.8,26647,16339,0.957467,0.20025,1314,287,1.26143335e-03,1.657523,0.362031
3,1609,13613,13619,5845.0,16729,27109,0.228357,0.990528,325,1365,1.26063378e-03,0.409706,1.720765
3,1610,13619,13627,5849.1,19373,35899,0.421663,1.634402,582,2204,1.25983527e-03,0.733224,2.776677
3,1611,13627,13633,5853.2,14621,22259,0.072471,0.632729,100,881,1.25903778e-03,0.125904,1.109212
3,1612,13633,13649,5857.4,22193,13967,0.62598,0.023298,877,38,1.25824134e-03,1.103478,0.047813
3,1613,13649,13669,5861.5,34213,24623,1.502963,0.801375,2042,1115,1.25744582e-03,2.567704,1.402052
3,1614,13669,13679,5865.6,21277,21773,0.55545,0.59171,776,829,1.25665115e-03,0.975161,1.041764
3,1615,13679,13681,5869.8,23671,48221,0.73021,2.524669,1019,3349,1.25585748e-03,1.279719,4.205867
3,1616,13681,13687,5873.9,15823,20393,0.15606,0.489954,231,688,1.25506490e-03,0.28992,0.863485
3,1617,13687,13691,5878.0,15877,18047,0.159667,0.318165,232,451,1.25427337e-03,0.290991,0.565677
3,1618,13691,13693,5882.2,17569,20029,0.283064,0.462718,401,648,1.25348290e-03,0.502647,0.812257
3,1619,13693,13697,5886.3,26399,21661,0.927356,0.581441,1281,813,1.25269352e-03,1.6047,1.01844
3,1620,13697,13709,5890.4,15889,15683,0.15902,0.143993,232,211,1.25190520e-03,0.290442,0.264152
3,1621,13709,13711,5894.6,20359,36749,0.484866,1.680257,680,2275,1.25111784e-03,0.85076,2.846293
3,1622,13711,13721,5898.7,23767,22721,0.732162,0.655929,1022,917,1.25033156e-03,1.277839,1.146554
3,1623,13721,13723,5902.9,14851,30169,0.082198,1.198426,117,1640,1.24954625e-03,0.146197,2.049256
3,1624,13723,13729,5907.0,17539,24169,0.277515,0.760434,393,1066,1.24876203e-03,0.490763,1.33118
3,1625,13729,13751,5911.1,21961,43117,0.597047,2.135554,836,2880,1.24797883e-03,1.04331,3.594179
3,1626,13751,13757,5915.3,15569,24197,0.131715,0.758886,190,1067,1.24719644e-03,0.236967,1.330759
3,1627,13757,13759,5919.4,24809,21587,0.803111,0.568937,1117,796,1.24641507e-03,1.392246,0.992146
3,1628,13759,13763,5923.5,16067,36629,0.167405,1.661411,241,2255,1.24563477e-03,0.300198,2.808906
3,1629,13763,13781,5927.7,17033,28837,0.235977,1.092519,336,1511,1.24485552e-03,0.418271,1.880977
3,1630,13781,13789,5931.8,24611,18583,0.784828,0.347668,1097,496,1.24407713e-03,1.364753,0.617062
3,1631,13789,13799,5936.0,14747,14419,0.068701,0.044931,96,59,1.24329972e-03,0.119357,0.073355
3,1632,13799,13807,5940.1,15901,59417,0.151662,3.303397,221,4375,1.24252327e-03,0.274598,5.436039
3,1633,13807,13829,5944.2,14449,20219,0.044833,0.462072,62,653,1.24174780e-03,0.076988,0.810861
3,1634,13829,13831,5948.4,17609,31153,0.273155,1.252404,391,1722,1.24097313e-03,0.48522,2.136956
3,1635,13831,13841,5952.5,15803,25741,0.141753,0.859764,209,1199,1.24019952e-03,0.259202,1.486999
3,1636,13841,13859,5956.7,14557,20023,0.050364,0.444765,70,629,1.23942686e-03,0.08676,0.779599
3,1637,13859,13873,5960.8,33331,14741,1.402581,0.062568,1932,89,1.23865505e-03,2.393082,0.11024
3,1638,13873,13877,5965.0,25321,27749,0.824674,0.99964,1155,1389,1.23788413e-03,1.429756,1.719421
3,1639,13877,13879,5969.1,15331,20731,0.104618,0.493696,153,695,1.23711424e-03,0.189278,0.859794
3,1640,13879,13883,5973.2,15299,39047,0.101995,1.812577,147,2472,1.23634540e-03,0.181743,3.056246
3,1641,13883,13901,5977.4,33647,15797,1.420473,0.136393,1966,202,1.23557758e-03,2.429146,0.249587
3,1642,13901,13903,5981.5,24317,16729,0.749047,0.203265,1059,292,1.23481060e-03,1.307664,0.360565
3,1643,13903,13907,5985.7,37589,15739,1.702883,0.131732,2339,193,1.23404466e-03,2.88643,0.238171
3,1644,13907,13913,5989.8,15749,36109,0.131963,1.595342,193,2192,1.23327973e-03,0.238023,2.703349
3,1645,13913,13921,5994.0,15101,18521,0.084764,0.330436,119,476,1.23251580e-03,0.146669,0.586678
3,1646,13921,13931,5998.1,16901,21841,0.213194,0.567798,303,804,1.23175282e-03,0.373221,0.990329
3,1647,13931,13933,6002.2,17033,16183,0.222493,0.161487,318,233,1.23099077e-03,0.391455,0.286821
3,1648,13933,13963,6006.4,15727,18047,0.126334,0.292487,184,420,1.23022976e-03,0.226362,0.516696
3,1649,13963,13967,6010.5,19979,20089,0.430443,0.438319,610,622,1.22946942e-03,0.749976,0.76473
3,1650,13967,13997,6014.7,23173,42407,0.655569,2.029721,936,2784,1.22871008e-03,1.150073,3.420729
3,1651,13997,13999,6018.8,14731,44221,0.052289,2.158868,73,2952,1.22795142e-03,0.08964,3.624913
3,1652,13999,14009,6023.0,31079,14879,1.218502,0.062103,1696,91,1.22719379e-03,2.081321,0.111675
3,1653,14009,14011,6027.1,25999,18583,0.855613,0.326315,1207,473,1.22643707e-03,1.48031,0.580105
3,1654,14011,14029,6031.3,20029,16187,0.427686,0.153824,612,227,1.22568138e-03,0.750117,0.27823
3,1655,14029,14033,6035.4,26683,40591,0.901447,1.892539,1270,2600,1.22492651e-03,1.555657,3.184809
3,1656,14033,14051,6039.6,15887,24943,0.130667,0.775176,195,1100,1.22417263e-03,0.238714,1.34659
3,1657,14051,14057,6043.7,24917,14411,0.772569,0.025183,1096,32,1.22341957e-03,1.340868,0.039149
3,1658,14057,14071,6047.8,20357,15461,0.446734,0.098785,642,148,1.22266747e-03,0.784953,0.180955
3,1659,14071,14081,6052.0,33403,19889,1.372204,0.412471,1918,590,1.22191624e-03,2.343635,0.720931
3,1660,14081,14083,6056.1,19163,14437,0.360719,0.025137,514,33,1.22116591e-03,0.627679,0.040298
3,1661,14083,14087,6060.3,19051,15461,0.352382,0.097537,503,145,1.22041660e-03,0.61387,0.17696
3,1662,14087,14107,6064.4,15061,21757,0.067626,0.542284,97,779,1.21966826e-03,0.118308,0.950122
3,1663,14107,14143,6068.6,29833,19163,1.109383,0.354946,1568,511,1.21892071e-03,1.911268,0.622868
3,1664,14143,14149,6072.7,14549,23857,0.028271,0.686126,40,989,1.21817375e-03,0.048727,1.204774
3,1665,14149,14153,6076.9,16699,38321,0.179891,1.707624,267,2380,1.21742774e-03,0.325053,2.897478
3,1666,14153,14159,6081.0,14537,29297,0.026697,1.069143,36,1517,1.21668270e-03,0.043801,1.845708
3,1667,14159,14173,6085.2,14389,20809,0.01524,0.468214,19,677,1.21593862e-03,0.023103,0.82319
3,1668,14173,14177,6089.3,19777,21859,0.395006,0.541864,571,784,1.21519538e-03,0.693877,0.952713
3,1669,14177,14197,6093.5,20011,15773,0.409523,0.111009,594,171,1.21445312e-03,0.721385,0.207671
3,1670,14197,14207,6097.7,21647,17747,0.523686,0.249173,760,367,1.21371163e-03,0.922421,0.445432
3,1671,14207,14221,6101.8,16529,15427,0.162295,0.084804,243,131,1.21297103e-03,0.294752,0.158899
3,1672,14221,14243,6106.0,17041,14519,0.196447,0.019378,294,28,1.21223128e-03,0.356396,0.033942
3,1673,14243,14249,6110.1,26539,14591,0.862517,0.024002,1240,36,1.21149227e-03,1.50225,0.043614
3,1674,14249,14251,6114.3,14783,50159,0.037331,2.519683,59,3478,1.21075420e-03,0.071434,4.211003
3,1675,14251,14281,6118.4,37489,21937,1.625096,0.536097,2292,784,1.21001712e-03,2.773359,0.948653
3,1676,14281,14293,6122.6,36833,18041,1.576996,0.262226,2230,390,1.20928068e-03,2.696696,0.471619
3,1677,14293,14303,6126.7,15053,40853,0.052437,1.856254,81,2602,1.20854511e-03,0.097892,3.144634
3,1678,14303,14321,6130.9,26711,33739,0.865163,1.355911,1252,1934,1.20781042e-03,1.512179,2.335905
3,1679,14321,14323,6135.0,15149,25301,0.057669,0.76646,91,1110,1.20707651e-03,0.109844,1.339855
3,1680,14323,14327,6139.2,16693,15803,0.165143,0.103022,251,164,1.20634359e-03,0.302792,0.19784
3,1681,14327,14341,6143.4,34061,25463,1.375078,0.775539,1963,1127,1.20561161e-03,2.366616,1.358724
3,1682,14341,14347,6147.5,22907,14347,0.59664,0.0,875,1,1.20488046e-03,1.05427,0.001205
3,1683,14347,14369,6151.7,14369,21577,0.0,0.501635,1,739,1.20415024e-03,0.001204,0.889867
3,1684,14369,14387,6155.8,15527,24373,0.079238,0.694099,128,1022,1.20342075e-03,0.154038,1.229896
3,1685,14387,14389,6160.0,16699,23563,0.160539,0.63757,247,936,1.20269204e-03,0.297065,1.12572
3,1686,14389,14401,6164.1,35381,20357,1.456843,0.413582,2082,614,1.20196430e-03,2.50249,0.738006
3,1687,14401,14407,6168.3,20359,26029,0.413133,0.806691,614,1177,1.20123740e-03,0.73756,1.413856
3,1688,14407,14411,6172.5,22727,17341,0.577059,0.203317,852,306,1.20051142e-03,1.022836,0.367356
3,1689,14411,14419,6176.6,20177,26783,0.399334,0.85748,594,1250,1.19978637e-03,0.712673,1.499733
3,1690,14419,14423,6180.8,19273,15349,0.336268,0.064203,496,103,1.19906221e-03,0.594735,0.123503
3,1691,14423,14431,6184.9,14983,16729,0.038251,0.159241,63,243,1.19833899e-03,0.075495,0.291196
3,1692,14431,14437,6189.1,47837,15017,2.3135,0.040175,3239,64,1.19761665e-03,3.87908,0.076647
3,1693,14437,14447,6193.3,15131,21647,0.047345,0.498373,74,737,1.19689522e-03,0.08857,0.882112
3,1694,14447,14449,6197.4,20359,21569,0.409025,0.492768,607,727,1.19617464e-03,0.726078,0.869619
3,1695,14449,14461,6201.6,20483,33403,0.41643,1.309868,618,1882,1.19545502e-03,0.738791,2.249846
3,1696,14461,14479,6205.7,15683,19577,0.083155,0.352096,135,525,1.19473623e-03,0.161289,0.627237
3,1697,14479,14489,6209.9,17497,35963,0.207606,1.48209,317,2122,1.19401820e-03,0.378504,2.533707
3,1698,14489,14503,6214.1,20071,22153,0.383921,0.527477,572,786,1.19330102e-03,0.682568,0.937935
3,1699,14503,14519,6218.2,35107,16319,1.418004,0.123975,2044,194,1.19258465e-03,2.437643,0.231361
3,1700,14519,14533,6222.4,27077,27997,0.863139,0.926443,1270,1355,1.19186906e-03,1.513674,1.614983
3,1701,14533,14537,6226.5,64439,29021,3.432758,0.996354,4747,1455,1.19115428e-03,5.654409,1.733129
3,1702,14537,14543,6230.7,25243,18701,0.735749,0.285911,1083,433,1.19044041e-03,1.289247,0.515461
3,1703,14543,14549,6234.9,27653,16369,0.90068,0.125095,1314,196,1.18972743e-03,1.563302,0.233187
3,1704,14549,14551,6239.0,15077,18743,0.036149,0.28809,57,435,1.18901534e-03,0.067774,0.517222
3,1705,14551,14557,6243.2,25969,15607,0.783953,0.07213,1152,115,1.18830418e-03,1.368926,0.136655
3,1706,14557,14561,6247.4,18301,16187,0.25685,0.111668,391,175,1.18759390e-03,0.464349,0.207829
3,1707,14561,14563,6251.5,14741,18461,0.012223,0.267665,19,409,1.18688454e-03,0.022551,0.485436
3,1708,14563,14591,6255.7,27427,19403,0.87972,0.329792,1289,489,1.18617610e-03,1.528981,0.58004
3,1709,14591,14593,6259.8,36097,27143,1.473583,0.860001,2125,1267,1.18546829e-03,2.51912,1.501988
3,1710,14593,14621,6264.0,19531,32587,0.335818,1.228781,505,1788,1.18476141e-03,0.598305,2.118353
3,1711,14621,14627,6268.2,23831,26261,0.629247,0.795378,940,1175,1.18405517e-03,1.113012,1.391265
3,1712,14627,14629,6272.3,24799,17321,0.695194,0.184018,1031,279,1.18334979e-03,1.220034,0.330155
3,1713,14629,14633,6276.5,30631,24841,1.093282,0.697601,1590,1033,1.18264534e-03,1.880406,1.221673
3,1714,14633,14639,6280.7,17597,49117,0.202063,2.355216,309,3334,1.18194178e-03,0.36522,3.940594
3,1715,14639,14653,6284.8,18119,19681,0.236539,0.343138,360,512,1.18123910e-03,0.425246,0.604794
3,1716,14653,14657,6289.0,34631,15473,1.362762,0.055673,1983,92,1.18053719e-03,2.341005,0.108609
3,1717,14657,14669,6293.2,24407,18523,0.663849,0.262731,992,405,1.17983618e-03,1.170397,0.477834
3,1718,14669,14683,6297.3,19913,22807,0.356194,0.553293,533,830,1.17913597e-03,0.628479,0.978683
3,1719,14683,14699,6301.5,36013,17401,1.450031,0.183822,2108,283,1.17843653e-03,2.484144,0.333498
3,1720,14699,14713,6305.7,23869,16223,0.622307,0.10263,934,165,1.17773785e-03,1.100007,0.194327
3,1721,14713,14717,6309.8,19471,36947,0.323028,1.510498,488,2199,1.17703994e-03,0.574395,2.588311
3,1722,14717,14723,6314.0,15497,15287,0.052571,0.038307,88,63,1.17634292e-03,0.103518,0.07411
3,1723,14723,14731,6318.2,23269,15053,0.579594,0.021859,871,35,1.17564676e-03,1.023988,0.041148
3,1724,14731,14737,6322.3,18973,32933,0.28744,1.234715,433,1805,1.17495143e-03,0.508754,2.120787
3,1725,14737,14741,6326.5,14939,25163,0.013432,0.707008,24,1052,1.17425696e-03,0.028182,1.235318
3,1726,14741,14747,6330.7,17189,15331,0.165593,0.039601,253,66,1.17356336e-03,0.296912,0.077455
3,1727,14747,14753,6334.8,20707,29423,0.403579,0.994374,604,1470,1.17287062e-03,0.708414,1.72412
3,1728,14753,14759,6339.0,41761,26993,1.829528,0.828918,2639,1233,1.17217873e-03,3.09338,1.445296
3,1729,14759,14767,6343.2,28789,18311,0.94955,0.239995,1406,370,1.17148769e-03,1.647112,0.43345
3,1730,14767,14771,6347.3,30803,20563,1.08537,0.39212,1590,591,1.17079748e-03,1.861568,0.691941
3,1731,14771,14779,6351.5,15091,17903,0.021111,0.211381,32,320,1.17010813e-03,0.037443,0.374435
3,1732,14779,14783,6355.7,21737,28793,0.470405,0.94771,706,1404,1.16941961e-03,0.82561,1.641865
3,1734,14797,14813,6364.0,23021,26267,0.554108,0.77324,834,1154,1.16804505e-03,0.97415,1.347924
3,1736,14821,14827,6372.4,16699,14939,0.126256,0.007554,196,13,1.16667354e-03,0.228668,0.015167
3,1738,14831,14843,6380.7,23917,49639,0.611332,2.34427,924,3361,1.16530537e-03,1.076742,3.916591
3,1740,14851,14867,6389.1,19469,49459,0.309545,2.326764,468,3342,1.16394042e-03,0.544724,3.889889
3,1742,14869,14879,6397.4,18917,38839,0.271389,1.610323,411,2350,1.16257861e-03,0.47782,2.73206
3,1744,14887,14891,6405.7,17707,34939,0.189108,1.346317,289,1984,1.16122005e-03,0.335593,2.303861
3,1746,14897,14923,6414.1,17923,15991,0.201032,0.071567,309,116,1.15986481e-03,0.358398,0.134544
3,1748,14929,14939,6422.4,15619,19373,0.045518,0.296807,73,444,1.15851245e-03,0.084571,0.51438
3,1750,14947,14951,6430.8,16673,16421,0.115176,0.098321,179,153,1.15716326e-03,0.207132,0.177046
3,1752,14957,14969,6439.1,25013,19559,0.670987,0.306634,1011,467,1.15581736e-03,1.168531,0.539767
3,1754,14983,15013,6447.5,16267,18257,0.083528,0.216079,136,339,1.15447452e-03,0.157009,0.391367
3,1756,15017,15031,6455.8,41179,34757,1.739605,1.312354,2553,1956,1.15313437e-03,2.943952,2.255531
3,1758,15053,15061,6464.2,22943,28657,0.523338,0.902729,802,1363,1.15179715e-03,0.923741,1.5699
3,1760,15073,15077,6472.6,28729,15259,0.905485,0.012071,1370,20,1.15046289e-03,1.576134,0.023009
3,1762,15083,15091,6480.9,33713,24203,1.233981,0.603804,1848,932,1.14913182e-03,2.123596,1.070991
3,1764,15101,15107,6489.3,19211,47317,0.271662,2.132124,414,3116,1.14780388e-03,0.475191,3.576557
3,1766,15121,15131,6497.6,19507,16747,0.289208,0.106801,448,170,1.14647902e-03,0.513623,0.194901
3,1768,15137,15139,6506.0,20063,18089,0.325253,0.194861,501,305,1.14515717e-03,0.573724,0.349273
3,1770,15149,15161,6514.3,15749,28901,0.038784,0.906273,67,1376,1.14383854e-03,0.076637,1.573922
3,1772,15173,15187,6522.7,22259,22259,0.465661,0.465661,720,720,1.14252285e-03,0.822616,0.822616
3,1774,15193,15199,6531.1,18127,19211,0.192644,0.263965,303,404,1.14121008e-03,0.345787,0.461049
3,1776,15217,15227,6539.4,23159,20443,0.520917,0.342549,808,534,1.13990034e-03,0.921039,0.608707
3,1778,15233,15241,6547.8,24683,15767,0.619513,0.034512,955,61,1.13859353e-03,1.087357,0.069454
3,1780,15259,15263,6556.2,35993,63463,1.358186,3.157964,2043,4580,1.13728968e-03,2.323483,5.208787
3,1782,15269,15271,6564.5,15443,22543,0.011263,0.476197,22,738,1.13598887e-03,0.024992,0.83836
3,1784,15277,15287,6572.9,25541,19751,0.670766,0.292013,1029,451,1.13469122e-03,1.167597,0.511746
3,1786,15289,15299,6581.3,20981,15451,0.371397,0.009935,573,19,1.13339662e-03,0.649436,0.021535
3,1788,15307,15313,6589.6,25349,39667,0.655391,1.590413,1008,2382,1.13210504e-03,1.141162,2.696674
3,1790,15319,15329,6598.0,20899,24407,0.363364,0.592211,561,919,1.13081650e-03,0.634388,1.03922
3,1792,15331,15349,6606.4,40867,28109,1.662519,0.831325,2488,1275,1.12953098e-03,2.810273,1.440152
3,1794,15359,15361,6614.8,15731,15649,0.024087,0.018749,39,32,1.12824827e-03,0.044002,0.036104
3,1796,15373,15377,6623.1,17657,30559,0.148273,0.987319,232,1504,1.12696857e-03,0.261457,1.694961
3,1798,15383,15391,6631.5,16651,15413,0.081866,0.001429,128,3,1.12569187e-03,0.144089,0.003377
3,1800,15401,15413,6639.9,18439,26921,0.196328,0.746642,312,1153,1.12441810e-03,0.350818,1.296454
3,1802,15427,15439,6648.3,23039,21767,0.49226,0.409871,769,640,1.12314711e-03,0.8637,0.718814
3,1804,15443,15451,6656.6,41189,17827,1.665782,0.153776,2507,240,1.12187894e-03,2.812551,0.269251
3,1806,15461,15467,6665.0,23743,25121,0.535075,0.624168,834,967,1.12061370e-03,0.934592,1.083633
3,1808,15473,15493,6673.4,18131,35291,0.17027,1.277867,270,1952,1.11935138e-03,0.302225,2.184974
3,1810,15497,15511,6681.8,15923,47269,0.026562,2.04745,47,3063,1.11809179e-03,0.05255,3.424715
3,1812,15527,15541,6690.1,21871,25183,0.40731,0.620423,642,968,1.11683491e-03,0.717008,1.081096
3,1814,15551,15559,6698.5,32507,28057,1.089273,0.803265,1675,1247,1.11558071e-03,1.868598,1.391129
3,1816,15569,15581,6706.9,20113,22717,0.290867,0.457994,458,722,1.11432932e-03,0.510363,0.804546
3,1818,15583,15601,6715.3,20047,48221,0.284982,2.090892,449,3146,1.11308075e-03,0.499773,3.501752
3,1820,15607,15619,6723.7,23549,16993,0.507715,0.08797,798,140,1.11183490e-03,0.887244,0.155657
3,1822,15629,15641,6732.1,20939,30313,0.338725,0.938047,533,1455,1.11059181e-03,0.591945,1.615911
3,1824,15643,15647,6740.5,19979,26041,0.276858,0.664281,435,1041,1.10935150e-03,0.482568,1.154835
3,1826,15649,15661,6748.9,25243,40637,0.611838,1.59479,959,2433,1.10811419e-03,1.062682,2.696042
3,1828,15667,15671,6757.2,21377,15913,0.364112,0.015443,570,27,1.10687968e-03,0.630921,0.029886
3,1830,15679,15683,6765.6,30881,88469,0.969075,4.641076,1501,6744,1.10564804e-03,1.659578,7.45649
3,1832,15727,15731,6774.0,20663,26987,0.313521,0.71553,496,1128,1.10441894e-03,0.547792,1.245785
3,1834,15733,15737,6782.4,20123,23311,0.278706,0.481286,442,765,1.10319241e-03,0.487611,0.843942
3,1836,15739,15749,6790.8,26573,28351,0.687282,0.800178,1080,1251,1.10196883e-03,1.190126,1.378563
3,1838,15761,15767,6799.2,17623,18583,0.117714,0.178601,188,288,1.10074798e-03,0.206941,0.317015
3,1840,15773,15787,6807.6,19993,21569,0.266422,0.366251,421,581,1.09952989e-03,0.462902,0.638827
3,1842,15791,15797,6816.0,25163,19507,0.592897,0.234855,935,372,1.09831449e-03,1.026924,0.408573
3,1844,15803,15809,6824.4,19319,21559,0.222025,0.363717,346,575,1.09710190e-03,0.379597,0.630834
3,1846,15817,15823,6832.8,16361,18959,0.034001,0.198193,51,310,1.09589208e-03,0.05589,0.339727
3,1848,15859,15877,6841.2,44179,17959,1.782579,0.131133,2750,211,1.09468476e-03,3.010383,0.230978
3,1850,15881,15887,6849.6,20731,23857,0.304903,0.501668,484,803,1.09347975e-03,0.529244,0.878064
3,1852,15889,15901,6858.0,31387,17021,0.973901,0.070436,1530,110,1.09227756e-03,1.671185,0.120151
3,1854,15907,15913,6866.4,23627,21059,0.484761,0.323383,775,514,1.09107805e-03,0.845585,0.560814
3,1856,15919,15923,6874.8,21739,18793,0.365258,0.180242,583,288,1.08988128e-03,0.635401,0.313886
3,1858,15937,15959,6883.2,23053,18169,0.444514,0.13848,715,224,1.08868721e-03,0.778411,0.243866
3,1860,15971,15973,6891.6,32749,19937,1.050272,0.248169,1652,394,1.08749546e-03,1.796543,0.428473
3,1862,15991,16001,6900.0,32029,16061,1.001687,0.00375,1574,5,1.08630635e-03,1.709846,0.005432
3,1864,16007,16033,6908.4,24419,39371,0.523046,1.455623,847,2281,1.08511978e-03,0.919096,2.475158
3,1866,16057,16061,6916.8,43331,49537,1.697902,2.084304,2656,3224,1.08393541e-03,2.878932,3.494608
3,1868,16063,16067,6925.3,22541,20177,0.402938,0.255804,651,415,1.08275365e-03,0.704873,0.449343
3,1870,16069,16073,6933.7,30637,23057,0.906116,0.434518,1434,704,1.08157468e-03,1.550978,0.761429
3,1872,16087,16091,6942.1,20717,24197,0.28749,0.50376,460,821,1.08039837e-03,0.496983,0.887007
3,1874,16097,16103,6950.5,19597,32359,0.216978,1.009501,349,1597,1.07922470e-03,0.376649,1.723522
3,1876,16111,16127,6958.9,19441,18049,0.205494,0.119179,328,193,1.07805367e-03,0.353602,0.208064
3,1878,16139,16141,6967.3,23293,18869,0.443095,0.169011,719,271,1.07688504e-03,0.77428,0.291836
3,1880,16183,16187,6975.7,32909,28463,1.033051,0.758386,1646,1217,1.07571878e-03,1.770633,1.30915
3,1882,16189,16193,6984.2,50341,22003,2.108812,0.358797,3285,583,1.07455491e-03,3.529913,0.626466
3,1884,16217,16223,6992.6,23741,22027,0.463416,0.357764,755,583,1.07339358e-03,0.810412,0.625788
3,1886,16229,16231,7001.0,23827,23567,0.467993,0.451975,764,736,1.07223472e-03,0.819187,0.789165
3,1888,16249,16253,7009.4,18913,16889,0.163662,0.039131,264,60,1.07107843e-03,0.282765,0.064265
